# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Oct  3 09:14:11 2024
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN sy_mnum:        Number of Moons
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN glat:           Galactic Latitude [deg]
# COLUMN glon:           Galactic Longitude [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
#
pl_name,hostname,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,glat,glon,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
HD 13167 b,HD 13167,1,1,0,Radial Velocity,2018,2613.00000000,17.00000000,-17.00000000,0,4.100000,0.340000,-0.340000,0,13.100,,,0,1052.01730,50.85280,-50.85280,0,Msini,0.563000,0.033000,-0.033000,0,,,,,,,,,G3 V,5671.00,,,0,2.39,,,0,1.35,,,0,[M/H],3.72,,,0,02h08m13.83s,32.0576350,-24d41m44.07s,-24.6955750,-72.57899,209.21548,148.9340000,1.0920000,-1.0760000,8.3400000,0.0300000,-0.0300000,6.7110000,0.0200000,-0.0200000,8.1599700,0.0002910,-0.0002910
HD 13189 b,HD 13189,1,1,0,Radial Velocity,2005,471.60001000,6.00000000,-6.00000000,0,1.250000,0.080000,-0.080000,0,12.400,,,0,3480.23850,928.06360,-928.06360,0,Msini,0.270000,0.060000,-0.060000,0,,,,,,,,,K2,4175.00,33.00,-33.00,0,38.41,4.84,-4.84,0,2.24,0.88,-0.88,0,[Fe/H],1.62,0.13,-0.13,0,02h09m40.18s,32.4173964,+32d18m59.24s,32.3164548,-27.70854,141.56782,497.8230000,15.5170000,-15.5170000,7.5700000,0.0300000,-0.0300000,3.9970000,0.0260000,-0.0260000,7.0174300,0.0004920,-0.0004920
HD 132406 b,HD 132406,1,1,0,Radial Velocity,2007,908.00000000,16.00000000,-16.00000000,0,1.980000,0.060000,-0.060000,0,12.800,,,0,1887.90074,206.58846,-187.51876,0,Mass,0.250000,0.063000,-0.075000,0,,,,,122.000,14.000,-14.000,0,G0 V,5766.00,23.00,-23.00,0,1.34,0.04,-0.04,0,0.97,0.04,-0.04,0,[M/H],4.19,0.03,-0.03,0,14h56m54.63s,224.2276121,+53d22m51.46s,53.3809615,55.01079,90.14771,70.7832000,0.1387000,-0.1381000,8.4500000,0.0300000,-0.0300000,6.8700000,0.0170000,-0.0170000,8.2807500,0.0002270,-0.0002270
HD 132563 b,HD 132563,3,1,0,Radial Velocity,2011,1544.00000000,34.00000000,-34.00000000,0,2.620000,0.040000,-0.040000,0,13.600,,,0,473.54700,28.60350,-28.60350,0,Msini,0.220000,0.090000,-0.090000,0,,,,,,,,,F8,6289.00,128.13,-128.13,0,1.30,0.07,-0.04,0,1.23,0.22,-0.15,0,[Fe/H],4.30,0.08,-0.09,0,14h58m21.43s,224.5892892,+44d02m34.29s,44.0428571,59.44282,74.89413,105.1550000,0.2820000,-0.2820000,8.9280010,0.0020000,-0.0020000,7.4310000,0.0210000,-0.0210000,8.8582100,0.0002520,-0.0002520
HD 133131 A b,HD 133131 A,2,3,0,Radial Velocity,2016,649.00000000,3.00000000,-3.00000000,0,1.440000,0.005000,-0.005000,0,13.600,,,0,451.31860,12.71320,-12.71320,0,Msini,0.330000,0.030000,-0.030000,0,,,,,,,,,G2 V,5799.00,19.00,-19.00,0,0.96,0.04,-0.05,0,0.95,,,0,[Fe/H],4.39,0.05,-0.05,0,15h03m35.63s,225.8984524,-27d50m35.29s,-27.8431369,26.53439,335.53726,51.4736000,0.1491000,-0.1483000,7.6600000,0.0300000,-0.0300000,6.8950000,0.0200000,-0.0200000,8.2753200,0.0003450,-0.0003450
HD 133131 A c,HD 133131 A,2,3,0,Radial Velocity,2016,3568.00000000,1084.00000000,-1084.00000000,0,4.490000,0.920000,-0.920000,0,14.300,,,0,133.48860,47.67450,-47.67450,0,Msini,0.490000,0.220000,-0.220000,0,,,,,,,,,G2 V,5799.00,19.00,-19.00,0,0.96,0.04,-0.05,0,0.95,,,0,[Fe/H],4.39,0.05,-0.05,0,15h03m35.63s,225.8984524,-27d50m35.29s,-27.8431369,26.53439,335.53726,51.4736000,0.1491000,-0.1483000,7.6600000,0.0300000,-0.0300000,6.8950000,0.0200000,-0.0200000,8.2753200,0.0003450,-0.0003450
HD 133131 B b,HD 133131 B,2,3,0,Radial Velocity,2016,5769.00000000,831.00000000,-831.00000000,0,6.150000,0.590000,-0.590000,0,13.300,,,0,794.57500,15.89150,-15.89150,0,Msini,0.610000,0.040000,-0.040000,0,,,,,,,,,G2 V,5805.00,15.00,-15.00,0,0.99,0.05,-0.03,0,0.93,,,0,[Fe/H],4.41,0.04,-0.04,0,15h03m35.99s,225.8999745,-27d50m29.74s,-27.8415947,26.53496,335.53946,51.2993000,0.1684000,-0.1673000,8.4130000,0.0020000,-0.0020000,6.8960000,0.0260000,-0.0260000,8.2567400,0.0005130,-0.0005130
HD 134060 b,HD 134060,1,2,0,Radial Velocity,2019,3.26960000,0.00010000,-0.00010000,0,0.044400,0.001300,-0.001400,0,3.160,,,0,10.10000,0.79000,-0.75000,0,Msini,0.450000,0.040000,-0.040000,0,,,,,,,,,G3 IV,5966.00,14.00,-14.00,0,1.16,0.01,-0.02,0,1.09,,,0,[Fe/H],4.43,0.03,-0.03,0,15h10m44.34s,227.6847587,-61d25m20.55s,-61.4223747,-2.92076,318.80629,24.0125000,0.0204000,-0.0203000,6.2900000,0.0300000,-0.0300000,4.8360000,0.0260000,-0.0260000,6.1395100,0.0005419,-0.0005419
HD 134060 c,HD 134060,1,2,0,Radial Velocity,2019,1291.56460000,48.03330000,-44.21970000,0,2.392800,0.092900,-0.095100,0,5.910,,,0,29.29000,4.43000,-4.24000,0,Msini,0.110000,0.130000,-0.070000,0,,,,,,,,,G3 IV,5966.00,14.00,-14.00,0,1.16,0.01,-0.02,0,1.09,,,0,[Fe/H],4.43,0.03,-0.03,0,15h10m44.34s,227.6847587,-61d25m20.55s,-61.4223747,-2.92076,318.80629,24.0125000,0.0204000,-0.0203000,6.2900000,0.0300000,-0.0300000,4.8360000,0.0260000,-0.0260000,6.1395100,0.0005419,-0.0005419
HD 134606 b,HD 134606,1,5,0,Radial Velocity,2024,12.08900000,0.00160000,-0.00150000,0,0.104600,0.002300,-0.002400,0,2.970,,,0,9.09000,0.64000,-0.63000,0,Msini,0.092000,0.054000,-0.053000,0,,,,,,,,,G5IV,5576.00,86.00,-85.00,0,1.16,0.04,-0.04,0,1.05,0.07,-0.06,0,[Fe/H],4.33,0.04,-0.04,0,15h15m14.49s,228.8103897,-70d31m13.20s,-70.5203328,-10.93111,314.43361,26.7909000,0.0204000,-0.0205000,6.8600000,0.0300000,-0.0300000,5.1770000,0.0260000,-0.0260000,6.6783500,0.0002070,-0.0002070
HD 134606 c,HD 134606,1,5,0,Radial Velocity,2024,58.88300000,0.04100000,-0.03900000,0,0.300700,0.006600,-0.006900,0,3.370,,,0,11.31000,1.00000,-0.99000,0,Msini,0.055000,0.062000,-0.040000,0,,,,,,,,,G5IV,5576.00,86.00,-85.00,0,1.16,0.04,-0.04,0,1.05,0.07,-0.06,0,[Fe/H],4.33,0.04,-0.04,0,15h15m14.49s,228.8103897,-70d31m13.20s,-70.5203328,-10.93111,314.43361,26.7909000,0.0204000,-0.0205000,6.8600000,0.0300000,-0.0300000,5.1770000,0.0260000,-0.0260000,6.6783500,0.0002070,-0.0002070
HD 134606 d,HD 134606,1,5,0,Radial Velocity,2024,966.50000000,5.30000000,-6.90000000,0,1.941000,0.043000,-0.046000,0,7.590,,,0,44.80000,2.90000,-2.90000,0,Msini,0.092000,0.045000,-0.045000,0,,,,,,,,,G5IV,5576.00,86.00,-85.00,0,1.16,0.04,-0.04,0,1.05,0.07,-0.06,0,[Fe/H],4.33,0.04,-0.04,0,15h15m14.49s,228.8103897,-70d31m13.20s,-70.5203328,-10.93111,314.43361,26.7909000,0.0204000,-0.0205000,6.8600000,0.0300000,-0.0300000,5.1770000,0.0260000,-0.0260000,6.6783500,0.0002070,-0.0002070
HD 134606 e,HD 134606,1,5,0,Radial Velocity,2024,4.32030000,0.00051000,-0.00047000,0,0.052700,0.001100,-0.001200,0,1.330,,,0,2.34000,0.35000,-0.34000,0,Msini,0.200000,0.140000,-0.130000,0,,,,,,,,,G5IV,5576.00,86.00,-85.00,0,1.16,0.04,-0.04,0,1.05,0.07,-0.06,0,[Fe/H],4.33,0.04,-0.04,0,15h15m14.49s,228.8103897,-70d31m13.20s,-70.5203328,-10.93111,314.43361,26.7909000,0.0204000,-0.0205000,6.8600000,0.0300000,-0.0300000,5.1770000,0.0260000,-0.0260000,6.6783500,0.0002070,-0.0002070
HD 134606 f,HD 134606,1,5,0,Radial Velocity,2024,26.91500000,0.01600000,-0.01600000,0,0.178400,0.003900,-0.004100,0,2.240,,,0,5.63000,0.72000,-0.69000,0,Msini,0.081000,0.100000,-0.059000,0,,,,,,,,,G5IV,5576.00,86.00,-85.00,0,1.16,0.04,-0.04,0,1.05,0.07,-0.06,0,[Fe/H],4.33,0.04,-0.04,0,15h15m14.49s,228.8103897,-70d31m13.20s,-70.5203328,-10.93111,314.43361,26.7909000,0.0204000,-0.0205000,6.8600000,0.0300000,-0.0300000,5.1770000,0.0260000,-0.0260000,6.6783500,0.0002070,-0.0002070
HD 134987 b,HD 134987,1,2,0,Radial Velocity,1999,258.17999000,0.07000000,-0.07000000,0,0.810000,0.020000,-0.020000,0,13.500,,,0,511.70630,22.24810,-22.24810,0,Msini,0.230000,0.000000,0.000000,0,,,,,,,,,G5 V,5736.00,17.00,-17.00,0,1.22,0.03,-0.03,0,1.10,0.07,-0.07,0,[Fe/H],4.31,0.02,-0.02,0,15h13m28.21s,228.3675397,-25d18m34.82s,-25.3096721,27.38710,339.18433,26.1804000,0.0516000,-0.0515000,6.4700000,0.0300000,-0.0300000,4.8820000,0.0160000,-0.0160000,6.2899400,0.0004336,-0.0004336
HD 134987 c,HD 134987,1,2,0,Radial Velocity,2009,5000.00000000,400.00000000,-400.00000000,0,5.800000,0.500000,-0.500000,0,13.900,,,0,260.00000,10.00000,-10.00000,0,Msini,0.120000,0.020000,-0.020000,0,,,,,,,,,G5 V,5585.00,50.00,-50.00,0,1.25,0.04,-0.04,0,1.10,0.07,-0.04,0,[Fe/H],4.25,0.03,-0.03,0,15h13m28.21s,228.3675397,-25d18m34.82s,-25.3096721,27.38710,339.18433,26.1804000,0.0516000,-0.0515000,6.4700000,0.0300000,-0.0300000,4.8820000,0.0160000,-0.0160000,6.2899400,0.0004336,-0.0004336
HD 135625 b,HD 135625,1,1,0,Radial Velocity,2023,4055.00000000,45.00000000,-44.00000000,0,5.400000,0.100000,-0.100000,0,13.300,,,0,731.00534,254.26273,-95.34852,0,Mass,0.160000,0.040000,-0.030000,0,,,,,93.000,39.000,-43.000,0,G3 IV/V,6040.64,127.25,-91.52,0,1.36,0.05,-0.06,0,1.28,0.06,-0.06,0,[M/H],4.22,0.07,-0.08,0,15h17m48.28s,229.4511514,-45d55m21.31s,-45.9225871,9.75878,327.81443,56.5180000,0.1166000,-0.1160000,7.7200000,0.0300000,-0.0300000,6.2900000,0.0310000,-0.0310000,7.5657800,0.0001590,-0.0001590
HD 135694 b,HD 135694,1,1,0,Transit,2023,15.92346000,0.00003800,-0.00003800,0,0.120000,0.002000,-0.002000,0,2.532,0.084,-0.070,0,6.10000,1.80000,-1.80000,0,Mass,0.000000,,,0,751,13,-12,0,,,,,,5698.00,76.00,-73.00,0,1.07,0.02,-0.02,0,0.91,0.03,-0.03,0,[Fe/H],4.33,0.02,-0.02,0,15h11m28.29s,227.8678636,+71d50m28.67s,71.8412965,41.33459,109.15660,73.8713000,0.1439000,-0.1434000,9.0800000,0.0300000,-0.0300000,7.5020000,0.0230000,-0.0230000,8.9130700,0.0001960,-0.0001960
HD 135872 b,HD 135872,1,1,0,Radial Velocity,2022,2422.32597000,571.78773000,-231.95308000,0,4.172000,0.625000,-0.280000,0,12.800,,,0,1744.56013,458.62639,-31.14718,0,Mass,0.164000,0.075000,-0.064000,0,,,,,93.872,22.730,-32.009,0,,4992.00,25.00,-25.00,0,3.93,,,0,1.65,0.10,-0.10,0,[M/H],,,,,15h17m41.13s,229.4213643,-05d12m08.90s,-5.2024735,42.11025,356.03012,82.4251000,0.3022000,-0.3022000,7.2810300,0.0230000,-0.0230000,5.0860000,0.0230000,-0.0230000,7.0276400,0.0002680,-0.0002680
HD 136118 b,HD 136118,1,1,0,Radial Velocity,2022,1187.59765000,2.22732000,-2.38111000,0,2.327000,0.100000,-0.110000,0,12.300,,,0,4164.18779,428.75052,-402.05293,0,Mass,0.344000,0.014000,-0.014000,0,,,,,116.779,4.025,-5.870,0,F7 V,6097.00,44.00,-44.00,0,1.68,0.07,-0.10,0,1.18,0.16,-0.16,0,[Fe/H],4.05,0.06,-0.06,0,15h18m55.35s,229.7306046,-01d35m32.25s,-1.5922913,44.34952,359.94098,51.4359000,0.1984000,-0.1969000,6.9456000,0.0230000,-0.0230000,5.5990000,0.0200000,-0.0200000,6.7966400,0.0003080,-0.0003080
HD 136352 b,HD 136352,1,3,0,Radial Velocity,2019,11.57797000,0.00008000,-0.00013000,0,0.096400,0.002800,-0.002800,0,1.664,0.043,-0.043,0,4.72000,0.42000,-0.42000,0,Mass,0.000000,,,0,905,14,-14,0,88.490,0.170,-0.150,0,G4 V,5664.00,61.00,-61.00,0,1.06,0.02,-0.02,0,0.87,0.04,-0.04,0,[M/H],4.39,0.11,-0.11,0,15h21m45.63s,230.4401147,-48d19m07.74s,-48.3188174,7.38103,327.07069,14.6820000,0.0199000,-0.0198000,5.6500000,0.0300000,-0.0300000,4.1590000,0.0360000,-0.0360000,5.4849500,0.0015675,-0.0015675
HD 136352 c,HD 136352,1,3,0,Radial Velocity,2019,27.59221000,0.00011000,-0.00011000,0,0.172100,0.005000,-0.005000,0,2.916,0.075,-0.073,0,11.24000,0.65000,-0.63000,0,Mass,0.000000,,,0,677,11,-11,0,88.571,0.042,-0.045,0,G4 V,5664.00,61.00,-61.00,0,1.06,0.02,-0.02,0,0.87,0.04,-0.04,0,[M/H],4.39,0.11,-0.11,0,15h21m45.63s,230.4401147,-48d19m07.74s,-48.3188174,7.38103,327.07069,14.6820000,0.0199000,-0.0198000,5.6500000,0.0300000,-0.0300000,4.1590000,0.0360000,-0.0360000,5.4849500,0.0015675,-0.0015675
HD 136352 d,HD 136352,1,3,0,Radial Velocity,2019,107.24500000,0.05000000,-0.05000000,0,0.425000,0.012000,-0.012000,0,2.562,0.088,-0.079,0,8.82000,0.93000,-0.92000,0,Mass,0.000000,,,0,431,7,-7,0,89.730,0.140,-0.090,0,G4 V,5664.00,61.00,-61.00,0,1.06,0.02,-0.02,0,0.87,0.04,-0.04,0,[M/H],4.39,0.11,-0.11,0,15h21m45.63s,230.4401147,-48d19m07.74s,-48.3188174,7.38103,327.07069,14.6820000,0.0199000,-0.0198000,5.6500000,0.0300000,-0.0300000,4.1590000,0.0360000,-0.0360000,5.4849500,0.0015675,-0.0015675
HD 136418 b,HD 136418,1,1,0,Radial Velocity,2009,464.29999000,3.20000000,-3.20000000,0,1.290000,0.030000,-0.030000,0,13.300,,,0,680.15620,47.67450,-47.67450,0,Msini,0.250000,0.040000,-0.040000,0,,,,,,,,,G5,4989.00,10.00,-10.00,0,3.78,0.10,-0.10,0,1.48,0.12,-0.12,0,[Fe/H],3.45,0.03,-0.03,0,15h19m06.15s,229.7756438,+41d43m56.72s,41.7324230,56.56756,68.48574,105.1680000,0.3110000,-0.3100000,7.8490000,0.0459000,-0.0459000,,,,7.6094600,0.0002090,-0.0002090
HD 136925 b,HD 136925,1,1,0,Radial Velocity,2021,4540.00000000,160.00000000,-140.00000000,0,5.130000,0.120000,-0.110000,0,13.900,,,0,266.97586,24.79062,-23.51930,0,Msini,0.103000,0.094000,-0.070000,0,,,,,,,,,,5773.19,58.14,-58.14,0,1.19,0.03,-0.03,0,0.88,0.02,-0.02,0,[Fe/H],4.23,0.02,-0.02,0,15h22m51.78s,230.7157509,+13d21m58.72s,13.3663117,52.09872,19.32438,47.8740000,0.2448000,-0.2423000,7.9143300,0.0230000,-0.0230000,6.3590000,0.0260000,-0.0260000,7.7444700,0.0003610,-0.0003610
HD 13724 c,HD 13724,1,1,0,Radial Velocity,2022,142.22895000,0.58279000,-0.17514000,0,0.534000,0.010000,-0.010000,0,8.180,,,0,50.85255,7.94571,-6.67440,0,Msini,0.651000,0.078000,-0.092000,0,,,,,,,,,,5835.31,205.39,-81.31,0,1.04,0.06,-0.05,0,1.00,0.06,-0.06,0,[M/H],4.42,0.06,-0.11,0,02h12m20.63s,33.0859626,-46d49m00.03s,-46.8166738,-64.68633,269.33500,43.4650000,0.0528000,-0.0527000,7.8900000,0.0300000,-0.0300000,6.3780000,0.0210000,-0.0210000,7.7300300,0.0002600,-0.0002600
HD 137388 b,HD 137388,1,1,0,Radial Velocity,2011,330.00000000,3.00000000,-3.00000000,0,0.890000,0.020000,-0.020000,0,9.320,,,0,63.56600,6.35660,-6.35660,0,Msini,0.360000,0.120000,-0.120000,0,,,,,,,,,K2 IV,5181.00,29.00,-29.00,0,0.88,0.01,-0.01,0,0.68,0.05,-0.05,0,[Fe/H],4.39,0.03,-0.03,0,15h35m39.62s,233.9150820,-80d12m15.90s,-80.2044169,-19.58207,309.74334,40.4841000,0.0540000,-0.0540000,8.7100000,0.0300000,-0.0300000,6.7630000,0.0230000,-0.0230000,8.4799600,0.0002820,-0.0002820
HD 137496 b,HD 137496,1,2,0,Transit,2021,1.62116000,0.00007910,-0.00008060,0,0.027320,0.000190,-0.000190,0,1.310,0.060,-0.050,0,4.04000,0.55000,-0.55000,0,Mass,0.000000,,,0,2130,30,-29,0,85.800,2.600,-2.200,0,G,5799.00,61.00,-61.00,0,1.59,0.03,-0.03,0,1.04,0.02,-0.02,0,[Fe/H],4.05,0.10,-0.10,0,15h26m58.09s,231.7420543,-16d30m32.41s,-16.5090014,32.32096,348.34536,155.3170000,1.7390000,-1.7020000,9.8990000,0.0060000,-0.0060000,8.2440000,0.0360000,-0.0360000,9.7716800,0.0006010,-0.0006010
HD 137496 c,HD 137496,1,2,0,Radial Velocity,2021,479.90000000,1.10000000,-1.00000000,0,1.216300,0.008700,-0.008800,0,12.600,,,0,2434.56560,34.96112,-34.96112,0,Msini,0.477000,0.004000,-0.004000,0,370,5,-5,0,,,,,G,5799.00,61.00,-61.00,0,1.59,0.03,-0.03,0,1.04,0.02,-0.02,0,[Fe/H],4.05,0.10,-0.10,0,15h26m58.09s,231.7420543,-16d30m32.41s,-16.5090014,32.32096,348.34536,155.3170000,1.7390000,-1.7020000,9.8990000,0.0060000,-0.0060000,8.2440000,0.0360000,-0.0360000,9.7716800,0.0006010,-0.0006010
HD 13808 b,HD 13808,1,2,0,Radial Velocity,2021,14.18150000,0.00150000,-0.00150000,0,0.105190,0.000930,-0.001100,0,3.350,,,0,11.20000,1.20000,-0.66000,0,Msini,0.071000,0.027000,-0.047000,0,,,,,,,,,K2 V,5035.00,50.00,-50.00,0,0.78,0.02,-0.02,0,0.77,0.02,-0.02,0,[Fe/H],4.58,0.07,-0.08,0,02h12m42.74s,33.1780708,-53d44m37.53s,-53.7437591,-59.46088,279.09436,28.2305000,0.0257000,-0.0258000,8.3600000,0.0300000,-0.0300000,6.2500000,0.0240000,-0.0240000,8.1100600,0.0002720,-0.0002720
HD 13808 c,HD 13808,1,2,0,Radial Velocity,2021,53.75300000,0.05000000,-0.08200000,0,0.255400,0.002800,-0.002300,0,3.130,,,0,9.96000,1.80000,-0.96000,0,Msini,0.156000,0.050000,-0.061000,0,,,,,,,,,K2 V,5035.00,50.00,-50.00,0,0.78,0.02,-0.02,0,0.77,0.02,-0.02,0,[Fe/H],4.58,0.07,-0.08,0,02h12m42.74s,33.1780708,-53d44m37.53s,-53.7437591,-59.46088,279.09436,28.2305000,0.0257000,-0.0258000,8.3600000,0.0300000,-0.0300000,6.2500000,0.0240000,-0.0240000,8.1100600,0.0002720,-0.0002720
HD 13908 b,HD 13908,1,2,0,Radial Velocity,2013,19.38200000,0.00600000,-0.00600000,0,0.154000,0.002500,-0.002500,0,13.900,,,0,274.91000,11.12000,-11.12000,0,Msini,0.020000,0.018000,-0.018000,0,,,,,,,,,F8 V,6255.00,66.00,-66.00,0,1.67,0.10,-0.10,0,1.29,0.04,-0.04,0,[Fe/H],4.11,0.11,-0.11,0,02h18m14.62s,34.5609102,+65d35m39.08s,65.5941901,4.21860,131.74451,79.5515000,0.2196000,-0.2185000,7.5200000,0.0300000,-0.0300000,6.2100000,0.0210000,-0.0210000,7.3845000,0.0002010,-0.0002010
HD 13908 c,HD 13908,1,2,0,Radial Velocity,2013,931.00000000,17.00000000,-17.00000000,0,2.030000,0.040000,-0.040000,0,12.800,,,0,1630.40000,79.45000,-79.45000,0,Msini,0.120000,0.020000,-0.020000,0,,,,,,,,,F8 V,6255.00,66.00,-66.00,0,1.67,0.10,-0.10,0,1.29,0.04,-0.04,0,[Fe/H],4.11,0.11,-0.11,0,02h18m14.62s,34.5609102,+65d35m39.08s,65.5941901,4.21860,131.74451,79.5515000,0.2196000,-0.2185000,7.5200000,0.0300000,-0.0300000,6.2100000,0.0210000,-0.0210000,7.3845000,0.0002010,-0.0002010
HD 13931 b,HD 13931,1,1,0,Radial Velocity,2009,4218.00000000,390.00000000,-390.00000000,0,5.150000,0.330000,-0.330000,0,13.200,,,0,889.91954,257.44101,-203.41018,0,Mass,0.020000,0.040000,-0.040000,0,,,,,43.000,19.000,-11.000,0,G0,5867.00,25.00,-25.00,0,1.25,0.02,-0.02,0,1.30,0.13,-0.13,0,[Fe/H],4.36,0.04,-0.04,0,02h16m47.52s,34.1979991,+43d46m19.94s,43.7722065,-16.44854,138.83237,47.3963000,0.1446000,-0.1438000,7.6100000,0.0300000,-0.0300000,6.1390000,0.0290000,-0.0290000,7.4546400,0.0003430,-0.0003430
HD 139357 b,HD 139357,1,1,0,Radial Velocity,2008,1124.79139000,11.83794000,-9.83725000,0,2.949000,0.094000,-0.099000,0,12.100,,,0,6315.56828,1403.53025,-1093.01189,0,Mass,0.099000,0.023000,-0.023000,0,,,,,103.235,32.492,-54.379,0,K4 III,4700.00,70.00,-70.00,0,11.47,0.75,-0.75,0,2.69,0.26,-0.26,0,[Fe/H],2.90,0.15,-0.15,0,15h35m16.17s,233.8173564,+53d55m19.74s,53.9221505,49.84741,86.15965,112.0900000,0.6980000,-0.6980000,5.9727200,0.0230000,-0.0230000,3.4060000,0.3240000,-0.3240000,5.6303000,0.0016537,-0.0016537
